content,score
"akun tiktok saya ke blokir, keterangannya saya pengguna d bawah 16 tahun padahal saya 28 tahun. sdh ajuin banding sampai 2x tapi di tolak. ini toktok maksudnya apa sih😡😡😡",1
Untuk tiktok saya sangat kecewa karena adanya tiktokshop banyak sekali pesanan yang tiba-tiba sampai di rumah saya yang diamana Saya tidak memesan apapun. Tolong untuk tiktok perbaiki lagi!!!,2
pengiriman paket sangat lama dan aplikasinya ngelag sekali,1
suka bgttt bisaa belanja online dari sniiii trs liat live random komen² random😅😅😅😅,5
seruh bangat main tiktok wkwk bikin yang lebi bagus grafik nya,4
"ini tolong di perbaiki secepatnya lah, masak mau buka rincian pembelian di tik tok shop gk bisa malah muter² gk jelas, tolong di respon yg cepat lahh adminnya ini gimana sihhh",1
"Tik tok aplikasi menghibur dan mendapat kan uang unk orang yg cerdas dan punya uang,bukan unk org yg berkarya,karna aplikasi tik tok aplikasi hiburan dan bisnis unk org kaya sukses untuk tik tok",5
"apalah tiktok aplikasi gk guna, balikin akun gw lah kocak, komen dikit kena pelanggaran kocak bnget si lu tiktok,gw cuma komen gitu doang akun gw diblok, apalah kau tiktok maen blok"" akun orng, uda didaftarin akun baru, gmail baru tetep gk bisa buat akun baru apalah kau tiktok rusak, pas didaftarin uda masuk ke tanggal lahir malah gk bisa apalah tiktok perbaiki lahhh, akun gw woyyy balikinnn😭😭",1
"tolong diperbaiki apk pas dibuka sering ngestuck logo, jadinya harus hapus dan download lagi ni apk, mohon kedepannya diperbaiki la bug ini, udah dari beberapa bulan yg lalu padahal bug nya tetapi sampai saat ini belum juga ada perbaikan dari pihak tiktok nya padahal update terus tapi bug ini belum di perbaiki sampai sekarang",1
aplikasikan error gk bsa d bka...tlong donk d perbaikin,3
aplikasi tiktok kenapa jadi jelek.lemot ga bisa masuk,2
Keluar2 sendiri padahal jaringan oke dan kuota banyak!,1
"Lebih bagus nya sih GK dikasih bintang, bayangin gw cuman bercanda atau ngasih informasi padahal isi nya GK ada kkrasan dan gak ada ujaran kebencian satupun tapi malah di hapus dan dikasih peringatan, trus aku ajuan banding donk tapi tetep di tolak aduhhh giman nihh tiktok",1
Alhamdulillah aplikasi tiktok sangat menghibur dan sangat membantu dari hiburan dapat dan belanja online murah banget dan tidak meragukan top pokonya 👍👍👍👍,5
pihak tiktok bisakah kamu cepetin jika ada yang mau instal biar tidak bosan menunggu proses nya terimakasih❤,1
"Menurut Saya,masih Oky.Cuma Kebanyakan Loadingnya,Mohon untuk di hilangkan Loadingnya.Saya mau update tiktok,malah loading Terus.Buat Mimin Apk Tiktok,mohon di Perbaiki Update-update di Tiktok ini 🙏",4
"Beberapa kali buka apk nya ngelag, blank, ngebug, cuma nongol logonya aja. Udah di update juga tetap aja.. jadi kalau mau buka jadi uninstall dulu baru download lagi biar bisa buka apk.. tolong diperbaiki lagi ya",3
di punya ku gak ada efek nya jadi gak ada foto udah bagus gak nge bug tapi gak ada efek/filternya jadi jelek aku kasih bintang 2 deh,2
"halo, tolong gmn ya ini sdh saya update berulang kali tp efek sulap nya ttp gak ada. waduh",3
Tolong jangan lemot lemoten tiktok memang sudah bagus saya suka GK sukanya keluar sendiri,4
"Padahal udah bagus bgt lohh aplikasi nya tpi kenapa suka bngt lag, contoh nya pas masuk ke tiktok nya aku tunggu lamaaa bgtt dan kata-kata orang yng ada di tiktok jangan jorok bgt, yang muncul pas tiktok nya lag cmn logo tiktok nya ajaaa, tolong diperbaiki lgi ya aplikasi tiktok nya , mohon dipercepat ya perbaiki nya, jadi saya kasih bintang 3 dlu ya 🙏",3
tolong di perbaiki lagi dong soalnya kalo masuk ke aplikasi nya kadang suka lama banget masuk nya kadang suka nge stak di logo nya harus ulang dari awal lagi kalo tetep gk bisa harus hapus terus di download lagi kan jadi nya suka ribet jadi tolong perbaiki lagi,3
Akun saya di blokir selamanya dan gak jelas..gak bisa dikeluarkan ...gak bisa bikin baru walau ganti nomor..laporan berkali - kali gk ditanggapi dan gak ada solusi,2
baru live sebentar sudah kena blok sampai tahun 2030 badahal saya tidak ngomong kasar. badahal saya mau mencoba live pertama kaliini untuk mencoba live gaming tolong dong tiktok saya mau live,2
Aplikasi apa ini udah update ku kira bagus ternyata nggak masa aku lagi cari video tiba tiba ada tulisan tidak ada koneksi internet padahal ada wi fi cok,1
"Hai tiktok saya mengajukan banding mengenai live saya yg di blokir permanen dikarenakan alasan itu,saya menyadari bahwa live tersebut salah dan menentang panduan komunitas tik tok,mohon untuk tindak lanjuti yaa agar saya bisa kembali berkreasi dan membuat konten bahkan live yg positive ... Terimakasih🙏😊😊",5
Hello... Maaf sebelumnya tolong apk tiktok di perbaiki kembali... Banyak masalah yang saya hadapi... Sering muncul lambang tiktok doang ngk bisa kebuka trus lebih parah lagi HP jadi mati sendiri bisa bisa HP saya jadi rusak... Tolong ya di perbaiki... Karna saya juga penggemar tiktok dari dulu...,1
Pegel sampe 4 Maret masih gini juga dr awal Januari😭😭Ini tiktok saya udh saya uninstall smnggu 4x😭nge bug gabisa dibuka padahal ruangan saya masih banyak plus slalu update!cuma bisa di akali dengan uninstall trus instal lagi😭capek asli 2 hari nanti bgtu lagi!tolong tiktok solusinya cek mana!!!!,5
"ko sekarang tiktok g bisa di buka ya ada apa y,padah apk ini bagus,ada apa dengan tiktok y,",1
"eh itu kan di pojok kiri atas ada fitur nonton live, kenap setiap gw lagi asik muncul live, scroll live, scroll live apasi anj nge lag tau ga hp gw anj, gw main tiktok buat hiburan bukan buat nonton live anjay. bintang 🌟-9999999999999",1
Saya kasih bintang 2 karena saya bingung dengan tiktok ini.kalo saya mau bikin foto slide itu tidak slide itu knp ya tiktok.tolong perbaiki aja sih🙏,2
aplikasinya ga bisa di buka padahal ada pesanan gimana tuh usisin dong,4
tidak bisa dipakai saat setelah update,1
Bgus sih. tpi harus di update terus di play store. jadinya malas,2
tiktok aku ga ada buat foto sama filter nya sedikit,4
"Maaf😫, knp stiap kali buka tiktok slalu kluar ya, ku kira hp ku yg rusak, tau nya malah hampir smua pengguna, tlg ya di perbaiki😘, jujur sy sangat risih sekali🙏 tlg dong di perbaiki",2
susah untuk membuka aplikasi mohon diperbaiki kembali,5
Sering keluar sendiri .jaringan sangat bagus .kok pas buka tiktok jaringan nya lemot dan dibilang jaringan tak stabil terus keluar sendiri.pas masuk diaplikasi lain lancar lancar aja seperti YouTube atau yang lain nya.tolong di perbaiki.,5
"download sendiri aja , nanti tau asik nya dimana , aplikasi ini juga penting buat pelajar , karena hampir semua sekolah juga punya akun media sosial masing masing buat memberi tahu informasi penting lewat media sosial..... aku saranin buat download sekarang, tapi gunakan sebaiknya ya??....",5
"Suka bgt sama apk ini,krn bnyk fitur bagus kokk di aku blum update sih?",5
"sering ngebug, masa tiap buka tiktok loading nya lama, sampe hrs uninstall dlu baru bisa, tolong di perbaiki ya update masih saja sama, tlg bgt ini di perbaiki, cape sy hrs bolak balik download edit: smpe skrg masi bug, tolong lah ya",1
"sekarang tiktok kacau, bug login yang bikin perangkat jadi lag, ngestuck di logo tiktok nya, saya harus menghapus tiktok dlu dan download kembali agar apk berjalan dengan lancar, setelah lancar dan kembali seperti itu lagi, dan saya melakukan hal begitu seterusnya agar bisa terus bermain tiktok, tolong di perbaiki masalah ini pihak developer🙏🙏🙏",1
"Tiktok kenapa sih susah banget dibuka aplikasinya, harus klik cepat2 sampe puluhan kali baru kebuka. Ini mau dipake atau engga nih? Capek banget jari saya:(",1
"Tolong aplikasi Tik Tok diperbaharui lebih bagus lagi. Selalu terhapus akun Tik Tok saya,instal yg baru satu hari bisa dipakai,esok nya mati lagi.",1
tiktok kayak babi masa mau bikin akun lagi yang ke blok gak bisa aplikasi macam apaan ini udah pake akun yang udh dibikin harus nambahin tanggal lahir tapi ada kata kata UPS akun ada di tangguh lelucon apaan ini,1
knapa setelah dibupdate jadi keluar logonya trus lama lagi tolong bantuannya saya affiliate di tiktok butuh gercep knapa tiktoknya gabis di dowload yaa saya butuh tiktoknya segera respon min!!!,3
"punya saya gaada fitur editnya,jadi gabisa patah"" pliss lahh masa udah hapus dowload hapus dowload tapi tetep gaada😭😭😭,tiktok tolongg akuu",4
"Aplikasinya ngelag mulu ga bisa kebuka, udah berapa kali saya hapus lalu sy dwonload lgi karena dengan cara itu baru tiktok nya kebuka, dan berapa kali juga saya harus ulang² masuk ke akun sy sampai² sy tdk bisa masuk lagi ke akun sy karena berulang² jadinya sy harus buat akun baru",1
aplikasi nya gak guna masa saya baru download beberapa hari langsung gak bisa digunakan lagi,3
"Tik Tok sekarang kenapa si,jdi makin aneh lama².Di update bukannya makin bagus malah makin aneh,suka ngelag,trs suka tiba-tiba keluar sendiri pdhl baru aja masuk apk nya, padahal kalo dibilang masalah jaringan jg ngga ada masalah bagus² aja kalo jaringan😒😌🙌🏻 Please developer, fix the apk, so there are no annoying problems🍓💘🙏🏻🍑",4
"Makin sering nge bug app jamkot sering loncat kayak kodok ngelag,bukan ny di perbaiki setiap ada pembaruan malah tambah parah.",2
"Kebijakan untuk konten yang bermutu tidak ada, tolong di fokuskan untuk pengguna jika ada laporan atau tindak merusak ham atau norma, dan penipuan segera rapihkan cek juga komentar di video tersebut, jangan konten yang memuat informasi bagus di take down, dan tolong konten yang membuat risih segera di tinjau bisnis MLM mengetag saya terus apa g risih, plus komentar yg mengarahkan ke sex mau langsung atau tidak mlh TDK di tangani dan kebebasan berekspresi",1
bagus si cuma heran aja sama tiktok followers udah 1k belum bisa live🤷‍♀️,5
"ini kok tiktok saya gak bisa dibuka knapa ya? pdahal awalnya bisa tapi setelah di update tidak bisa, memori saya juga tidak penuh, jaringannya juga bagus.",1
"Jujur sebenarnya ni tiktok bagus, tapi ada keluhan dari saya, jadi gini setiap mau masuk ke tiktok kenapa suka nge lag, terus suka keluar sendiri?, pas mau posting juga ngeleg nya ampun banget bikin emosi, terus aneh nya ini ni tiktok kadang aku gak bisa masuk ke akun aku kaya lag gitu. Aneh tolong buat developer diperbaiki lagi yak fitur fiturnya terus suka nge lag dan ngebug tiba""🙏🏻",2
"Aga gimana gtu soalnya pas masuk tiktok layarnya hitam ga ada suara habis itu lama banget loading nya,tolong di perbaiki lagi jika memang karena penyimpanan tapi saya penyimpanan nya tidak penuh kok tolong di perbaiki ya!🙏🏻",4
𝐛𝐚𝐠𝐮𝐬 𝐛𝐚𝐧𝐠𝐚𝐭 𝐣𝐚𝐝𝐢 𝐚𝐤𝐮 𝐬𝐮𝐤𝐚 𝐛𝐚𝐧𝐠𝐞𝐭 𝐲𝐞𝐞𝐞 𝐬𝐮𝐤𝐚 𝐠𝐚𝐤 𝐤𝐚𝐥𝐢𝐚𝐧 𝐭𝐢𝐤 𝐭𝐨𝐤 𝐧𝐲𝐚 𝐬𝐨𝐦𝐨𝐠𝐚 𝐬𝐮𝐤𝐚 😄,2
"Kenapa kadang buka apk/tiktok suka bug ,kalok mau masuk harus uninstal lalu instal tiktok lagi!tolong Dev diperbaiki🙏Pliss makin lama tiktok makin gak jelassssssssssssssssss,dan ini sudah ke-6 kalinya saya uninsatal tiktok lalu instal lagi cape begini terusssss hadehh,tolong lah diperbaiki lagi!!!",1
"aplikasi ini sering tidak bisa di buka,tolong benar kan lagi🙏",2
gak tau kenapa fitur edit saya gk ada padahal saya mau ngedit vidio setiap aku download tiktok selalu gk ad fitur edit nya padahal aku udah update tolong tiktok perbaiki punya saya tolong kembalikan fitur edit saya saya mau ngedit tapi gk ad fitur edit nya tolong di perbaiki tiktok kembalikan fitur edit saya seperti semula,3
bagus tapi tolong saat post foto live ada fiturnya punya saya gaada soalnya,5
aplikasi ini bagus banget tapi sayang nya di tiktok ku gada fitur foto nya,4
Apalah sudah di update malah gak bisa masukk padah jaringan baguss,5
"Entah kenapa saat mengunakan wifi, tik tok ku selalu Freeze, tapi saat mengunakan jaringan seluler dari sim card, tik tok nya menjadi lancar, yang anehnya, padahal jaringan WiFi ku lebih bagus daripada jaringan seluler, tapi kenapa saat membuka tik tok dengan WIFI tidak selancar jaringan seluler",4
Simple sih tiktok punya ku ga ada velocity.,2
"tolong dong tiktok di perbaiki lagi, apk nya sangat tidak nyaman kalau di pakai hp kentang, walaupun ada tiktok lite kurang nyaman aja krn udh terbiasa pakai tiktok biasa, tolong ya buat admin tiktok ini 🙏 lebih di ringankan lagi apk nya.",1
"Tambah lemod, min.... Sering stuck d logo.. Ujung2nya harus uninstall dulu baru pasang lg..",5
"kenapa akhir akhir ini tiktok sering ngebug/lag ya, saya buka tiktok cuma sampe logo dpn nya aja, sehabis itu HP otomatis mati dan susah untuk dikendalikan, atau sehabis buka tiktok mau buka aplikasi yg lain bawaan nya ngelag parah, saya harap bisa di perbaiki segera kesalahan ini",2
Tolong ini gimana ya tiktok nya selalu eror Mulu terus selalu Muncul tiktok gaada tanggapan tolong dibantu🙏🏻,1
"mohon aplikasinya diperbaiki lagi, soalnya saat saya membuka aplikasi hanya keluar logo tiktok nya. kadang juga hp saya jadi ngelag banget, padahal hp saya ram 4. mohon diperbaiki lag nya🙏🙏🙏",2
Suka bngt ama tik tok tpi kalau gaada data gabisa nonton gimana caranya no data,5
Teruntuk pihak tiktok tolong perbaiki aplikasi kadang tiba tiba keluar sendiri padahal penyimpanan juga masih banyak tapi kenapa bisa begitu sebenernya aplikasinya udah bagus cuman minus di itu nya aja sekian dari saya trimakasi,3
"apk nya terlalu berat, dan ini apk sangat lag sekali, terlalu banyak fitur yg tidak terlalu berguna, dan jika scroll pun kdg sgt lag, pdhl storage aman dan jaringan juga bagus, tolong perbaiki.",1
Sangat menghibur dan bisa mendapatkan informasi lebih cepat,5
"Gua sering banget diancam sama tiktok .aku dinonaktivin akun nya tiktok itu untuk sarana hiburan,gua make tiktok bukan buat diancam trus sama tiktok,,,,3 x akun saya di nonaktivkan tiktok gak tau kesalahan nya,,komen wajar selagi bukan pengancaman dan pembunuhan,,bentar bentar diancam akan dinonaktifkan akun nya ,ini aplikasi buat ngancam pengguna apa gimana,,",1
"Tolong di perbaiki lagi aplikasi nya karna suka ngestauk di logo tiktok nya,sama suka bikin hp jadi ngebleng,kalo apk nya di APUS baru balik normal lagi...🙏",1
knpa setiap pagi ga bisa di buka harus di Delet dulu terus download lgi. dan itu setiap hari,1
seru dan menyenangkan tapii haruss adaa lebih banyak pelajaran yang bagus dan menarik,5
"Gak tau yh ini di hp Oppo saya sebagian filternya gak bisa terpakai apalagi efek patah-patah wah parah sih menurut ku, kualitasnya lebih di kembangkan lagi sih makasih",1
sering macet kadang mental keluar sendiri dr aplikasi....,2
Terima kasih atas sudah membuat aplikasi ini Aplikasi ini sangat berguna untuk lagi Gabut dan Makasih ya Tik Tok,5
Aplikasinya bagus namun gua kasih bintang 4 karena saat login akun Masukan tanggal lahir selalu gak bisa kenapa coba . Tiktok semoga bisa mengatasinya,5
kadang kalo mau pakai itu ga bisa dibuka jadinya ku hapus terus download lagi,2
min aplikasinya ngebug apa gimana tiba tiba menginstal padahal udah ke donload lama,3
"woi,kok gabisa nyalain streak,aneh banget cok,dari kemaren gabisa nyalain streak",1
"Tiktok knp akhir"" ini GX bisa di buka, mlh muncul tulisan layanan kami tidak tersedia di wilayah atau negara anda, itu knp tiktok?",1
mantap aku suka banget ini sih karena tiktok ini banyak sekali manfaat nya😄,5
"jujur kurang suka sama tiktok yang sekarang, banyak muncul bug, suka keluar sendiri dan kadang kalo mau buka tiktok malah nge stuk di logo tiktok, mana buat mulihin semuanya, harus hapus dan donwload ulang, jadi buat tiktok tolong di perbaiki beberapa bug ini, kecewa banget sama tiktok yang sekarang.",2
"jujurly awal awal download sih biasa aja ya lancar jaya, eh pas lama kelamaan kalo mau masuk ni apk suka ngestuck lama di logo terus sering keluar tiba tiba dari apk. hmzzz overall bagus bagus aja sih sebenarnya cuman ya minusnya itu aja. aku rate 3 dulu aja bye",3
terlalu besar mb nya bisa meng habis kan ruangan hp yang kecil ruanganny aplikasi ini tidak memuaskan karna ada pelanggaran komentar ke orang lain mohon jangan ada pelanggaran komentar di aplikasi ini update sekarang juga......?,3
"tiktok tolong ya di perbaiki bug nya, yng bilang gaada bug siapa? ini tiktok sy ga bisa di buka harus download ulang otomatis draft sy ilang semua gmn si, ini udh beberapa kali sy harus download ulang bukan sekali. cape sy, tolong perbaiki aja deh ya aplikasi ini",2
"Tiktok kok gini yah sekarang, sering ngebug sampai hape ikutan ngebug juga, padahal jaringan lancar"" aja, harus install kembali baru normal.",1
"gatau lagi dh sama tiktok, demen bngt bikin HP ngelag lemot parah, sering pas buka tiktok tiba-tiba ngelag tanpa asalan yg jelas, biar apasih kek gitu. dikira gak cape apa, sekitar 5 kali saya hapus tiktok karna ngelag, trs download lagi. saya kira 1/2 kali aja ternyata lebih, tolong di perbaiki lagi apk nya terimakasih 🙏🏻🙏🏻",1
"Keluhan saya : 1. Digaleri video saya jernih, tapi belakangan ini ketika di upload / diposting jadi blur dan pecah. Saya merasa tidak puas menonton nya 2. Di galeri video saya ukuran rasio 9 : 16. Ketika di posting video saya jadi sedikit ter zoom. Sehingga jika saya buat konten video kata² mutiara mengakibatkan kalimat muatiara nya terpotong tidak terbaca. SEMOGA KEDEPANNYA BISA LEBIH DIPERBAIKI LAGI. SEMNAGAT. Saya ucapkan Terima Kasih 🙏🏻",4
"perbaiki kualitas aplikasinya pls tolong banget. aplikasinya akhir2 ini jadi ngelag/bug parah, baru buka masa tiba2 keluar2 sendiri, posisi storage aman, update udah paling terbaru dan internet juga aman loh.. dan ini keluhan tidak hanya dari satu orang btw. thank you, semoga segera diperbaiki🙏🏻",2
kenapa setiap saya download tiktok kenapa selalu ngebug di loading screen nya tu lama bngt terus kalo saya keluar apk tiktok nya tuh hp kerasa jadi lemot dan patah patah ayolah benerin ni bug,1
"plss tiktok knp nge bug terus ya? setiap log in selalu stuck dilogo dan ga bisa diapa apain giliran diclose hp malah lag parah sampe sampe harus hapus tiktok dulu baru kembali normal, akhirnya harus download ulang dan sama aja masalahnya tetep begitu, lama lama cape juga. udah berbulan bulan ga main tiktok huhuu tolong dong solusinyaa T.T",3
tiktok nya aneh ga mau ke buka tolong di benerin tiktok nya ya,1
Aplikasi ini selain bisa nonton video lucu bisa jga bikin konten sendiri dan menghasilkan uang🥰,5
Aplikasinya lemot kadang gk bisa dibukak sampek lemot hp saya kalau bukak tiktok udah capek uninstal trs aplikasi tiktok tp tetep sama aja masih lemot gk bisa dibukak,2
"tiktok sekarang kalo scroll lama dan coba layar bersih hp jadi runyek, aneh bug nya kacaw, mana klo komen jumlahnya terbatas, gimana kalo mau ngasih info panjang di kolom komentar, giliran pake akun baru bisa, aneh aneh, gak pengguna nya gak developer aplikasi emang pemikiran nya aneh semua😂. konten kaga jelas sama konten gak senonoh di biarin, giliran gua komen kasar dikit langsung di banned, kadang komen yang gak ada mengandung unsur sara aja di banned langsung, kacaw ni aplikasi, so ketat",1
Tolong dong kasih bisa berputar coinnya??? makin lama makin ribett apk tik tok🤔🤔🤔,1
"Bagus banget, gak pernah bosen nonton di sini, kalian yang belum donwload buruan deh donwload, bikin ketagihan deh. 👍🏻",5
"aplikasi tik tok ini seru bisa untuk usaha,mengisi kegabutan,bisa membuat akun",5
"Aplikasi ini hampir menjadi setengah bagian dari hidup saya , aplikasinya bisa kita gunakan untuk membagikan kreativitas dan menginspirasi banyak orang, namun terkadang ada beberapa bug yang terjadi , tetapi bugnya tidak terlalu mengganggu kenyamanan dalam menggunakan aplikasi ini.",4
"Tolong perbaiki dong, mesti ngebug di logo doang, padahal udh coba hapus data, keluar masuk aplikasinya tapi msh ngebug, harus di download ulang dulu baru bisa dibuka, tambahan lagi, kadang kalo buka tiktok selalu ngebuat hpku ngelag dan harus dimulai ulang dulu baru bisa berjalan dengan normal",2
Kok tiktok abis perbarui sering macet ya di tekan gx bisa di buka..,5
Lumayan bagus tapi saya tidak bisa chat di tiktok dan tidak ada tiktok shop pas di updet lama banget buka nya! Tolong perbaiki dengan yang baru,3
"Ini tiktok kenapa ya? Saya mau komen di story orang, baru ketik 1 huruf langsung ilang keyboardnya. Jadinya harus bolak balik ngetiknya. Tolong diperbaiki ya🙏",3
bagus sih bagus tapi suka nge bug gak bisa masuk aplikasi gak ngelag cuma tiktok aja yang gak bisa di buka tolong kenapa,3
"makin lama makin jelek,, tolong di perbaiki lagi, masa setiap post nunggu nya lama padahal wifi nya lancar dan udah di update makin ga jelas",1
"tiktok tolong di perbaiki dong apk nya. aku punya akun pengikutnya udah 1000 lebih, tiba tiba ilang gitu aja. dikira ga kecewa apa, 1000 loh tiktok, aku apus karena setiap aku buka selalu hitam layarnya dan ga mau kebuka, bug nhya TLONG DI PERBAIKI!!",1
Aplikasinya cocok pas buat cari video kesukaan dan buat belanja. kelemahan : buat nyimpen pidio manfaat kadang GK bisa disimpen ujung ujung fyp lagi,5
"minnn tolong di perbaiki dong tiktok nya saya pas mau masuk suka ngestak di logo tiktok nya min tolonggg perbaiki ya min, akhir akhir ini saya suka hapus download hapuss download.perbaiki ya min",3
"sering ngefreeze, nggak bisa dibuka, bolak-balik install ulang",2
"ihh tiktok g banget, sering lag, skrng setiap hari lagnya, jujur saya sudah kena lag lebih dri 10×, dan biasanya terjadi lagi setelah setengah minggu di perbaiki, skrng malah setiap hari lagnya, saya capek harus hapus dan download ulang apk ini, bukan hanya bulan ini saja terjadi tapi setiap bulan pasti ada saja gebrakannya, jujur saya g nyaman pas buka tiktok cuma muncul logo, plis lahhh di perbaiki lagi tolongg banget, saya bnr2 g nyaman, saya tidak bercanda!",1
Pokoknya mantap. Lah tik tok selain bisa blanja hiburan menambah teman tq tiktok . Semoga tik tok semakin oke 😘😘😘😘😘😘,5
"Knp tiba"" tiktok tidak bisa d pakai..berhenti d logo.ngga bisa d buka",2
"Sering bgt log out apk nya harus update terus , makin berat padahal ruang yg dibutuhkan cuma 119mb udah ngosongin penyimpanan 820mb pun masih ngga ke installll 😫😭😭",2
"aplikasi nya sngt bgus,tp lama masuk nya kdng cma logo tiktok doang ga bisa nonton vd dan itu membuat hp sy ngelek,saran sy update lebih bagus lg",5
"Nih apk agak kacau sih, masa iya konten yang nyebar kebenran, fakta, dan edokasi malah keban. sedangkan konten penghinaan,penipuan, bahkan yg gk layak kok aman² aja. udah jelas ada yg komen negatif pas di report katanya gak melanggar ? whatt. sedangkan komen² biasa atau nyebar fakta malah di hapus. untuk dev tolong lah sistem nya perbaiki, tambah itu para penggunanya tolong di kondisikan",2
"ko di aku tiktok nya suka engga bisa di liat jdi aku kadang² sebel banget gimana si biar ga gituu,,,,??aku udh cape donlod hapus Mulu 😓 sampe² udh mau nyerah TPI aku butuhhh....",1
"klo buka draft sering ngelag & ngebug.. sampe2 gabisa buka draft, baru kebuka bentar lgsung keluar sndiri tiba2 balik ke halaman tiktok/halaman draft.. gitu terus.. padahal penting bgt udah take video panjang disitu.. memori hp masih aman dan cukup buat tiktok tp knapa susah bgt buat buka draft.. pas mau buka tiktok juga ngelag bgt di logonya.. huft bikin kesell.. tolong perbaikin!!",1
Aneh bagus si bagus tapi setiap buka tiktok jam setengah 1 langsung stak di gambar tiktok harus di un instal bikin hp leg watsap tidak menanggapi tiktok tida menanggapi peluncur sistem tidak menanggapi aduh ribet,3
apk nya sering banget ngebug mana kadang loading nya lama layar nya cuman item padahal udah hidupin wifi+ data. trus juga kadang apk nya ga bisa di buka masa tiap mau make apknya kudu di uninstall dulu ribet kelamaan tolong ya bug nya di perbaiki dulu,1
"woi tiktok anj, tolong lahh benerin bug ngestug logo tiktoknya. masa pas masuk ke tiktok nya nge-stuck di logonya. kan oon😹. tolong benerin bug nya ngen...",1
"Banyak ilmu dan pengetahuan didapat, dan belanja lebih mudah",5
"ngebug mulu cuy, masa iya baru download beberapa hari ngebug lagi, ngebugnya tuh stuck di logo tiktok doang ga bisa masuk sama sekali, masa iya harus download mulu, ayo dong tiktok segera di perbaiki, ini mengganggu banget loh buat pengguna, padahal jaringannya lancar banget buat buka apk lain, kalau di bilang karna hp si, banyak juga pengguna yg ngalamin hal serupa dengan yg saya alamin, yaa saya harap si semoga segera teratasi masalah ini dengan cepat terimakasih",1
"aplikasinya kalo dibuka malah cuma di logonya aja ga sampe videonya muncul trus klo kembali hpku jadi ngebug, trus aku hapus dulu aplikasi dan aku download lagi, dan parahnya lagi pas ngehapus dan proses menginstal itu super duper lama aku udah nunggu 1 jam masih belum ke instal, dan itu juga harus menunggu proses download.aku minta tolong lebih diperbaiki ya. agar pengguna lebih nyaman lagi untuk menggunakan tiktok 🙏🙏",1
"Hiburan di kala waktu luang,banyak konten kreator keren 👍",5
"Tiktok lama lama menyebalkan ya. Sering gabisa dibuka, ditunggu lama loadingnya tau tau gabisa buka. Harus uninstall lalu install lagi. Kenala ini tiktok",1
"makin ga suka anyyy ke tiktok, nge bug mulu di layar logo nyaaa, perbaiki apa ! gua wifi lancar, memori ga penuh² amat, cape banget kalo udah bug harus hapus download, TOLONG PERBAIKI !! SUDAH BANYAK YANG KOMEN SEPERTI INI BUG BUG PAS BUKA APK NYA !",3
"tiktok sumpah tidak jelas 2 akun baru saya ke blokir secara permanen, tanpa alasan yang jelas, bahkan teguran pun tidak ada sama skli, aku pertama baru 2 hari saya buat dan akun ke dua baru masuk 4 hari, pas saya buka tiba-tiba terblokir semua atau akun di tangguhkan!!!!",1
knapa kalo mau ganti akun selalu tidak bisa dengan alasan koneksi tidak ada tolong sambungkan Mulu padahal KLO buka yg lain lancar jaringan pun bagus ko,4
Tolong di perbaiki soal semakin update mlh bukan ny lancar mlh tambah beratt🥹,2
"1 bulan hampir 10 x lepas lalu instal/dowlod ulang lg, bikin kecewah",1
"Habis update kok malah ngebug Di hp lain status online muncul Di hp sendiri gak muncul Share video, videopun ndak muncul Tolonglah diperbaiki yg betul kalau memang update",1
"ko makin diupdate makin bnyk bug ya,sy kl mw buka apk nya hrs dipenjet dlu yg lma baru bisa kebuka jd kdg sy hps dlu trs sy download lg kn bkin mls ky gtu,ada yg sama ga?",1
"Aplikasi g bisa di buka, akhirnya uninstall trs download lagi g ada keranjang buat belanja, tanda belanja nya jga ilang. Tolong dong di benerin lgi",1
mau top up koin pakai pulsa aja gak bisa bisa ribet banget,3
"plzz, tiktok nge bug bgt, aku pikir penyimpanan ku yang penuh, ternyata emang nge bug, plz perbaiki lgi lah",1
"Tiktok Sekarang Jadi rusak, Masa Wifi Bagus, Ram HP gede Sama Gak Ada Sampah Masa Ngebug Melulu? abis nonton Live Mau scroll Malah Ngebug",1
kenapa tiktok tidak bisa di instal tolong di perbaik dong,1
kenapa tiktok saya ngak bisa di buka udah di update malah jadi jelek,2
"Tiktok sekarang terlalu banyak memkan RAM jadi banyak lag,kadang² gak bisa di buka cuma muncul logo doang temen² hati² ya tiktok ada terselip spyware,apk bisa raning sendiri ketika hp kita di of,jadi temen² wajib mengunakan apk tambahan buat menahan apk berjalan di balik layar,🙏🙏🙏",2
aku udah masukin tanggal lahir bulan lahir tahun lahirnya bener masih gabisa terus ngelag padahal wifinya gk mati suka tidak menanggapi untuk adminnya diperbaiki dongg,2
apk nya bikin emosi banget baru masuk langsung keluar banyak banget bug nya harusnya perbaiki dong masa di biarin gitu aja kadang sering banget layar tiba tiba putih atau hitam saya jadi risih banyak bug kaya gitu,1
setiap buka tiktok selalu muncul pembaruan update. lalu saya coba update dan setelah saya coba update lama banget. Tolong di perbaiki lagi sebaik baiknya,1
jelek banget masa baru juga buka aplikasi nya tiba² kembali lagi ke layar beranda,3
